"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
4.10411495264084e-09,0.684207945327302,0.284,0.238,0.000114907010444038,"1","Sap30"
4.21207496594372e-09,0.257220381757209,0.595,0.568,0.000117929674896492,"1","Syf2"
5.04797845668789e-09,0.567215744742637,0.262,0.213,0.000141333300830348,"1","Ctdspl"
5.27070883560044e-09,0.692729243421101,0.2,0.153,0.000147569305979141,"1","Axin2"
6.97007939836362e-09,0.391018152843809,0.446,0.409,0.000195148282995385,"1","Arfgap2"
7.51047873567753e-09,0.370284661056018,0.437,0.394,0.0002102783836415,"1","Pygb"
9.6577830489749e-09,0.588230175685972,0.26,0.212,0.000270398609805199,"1","Selenbp1"
9.9505256860131e-09,0.455927780704519,0.381,0.33,0.000278594818156995,"1","Trim2"
1.03105974235842e-08,0.740598948862674,0.168,0.124,0.00028867610666551,"1","Ago4"
1.1038933888969e-08,0.855612163254878,0.112,0.074,0.000309068071023355,"1","Mettl20"
1.47930672886686e-08,0.703839573817668,0.178,0.133,0.000414176297948144,"1","Per3"
1.54091852100483e-08,0.452517903325797,0.349,0.304,0.000431426367510933,"1","Lancl1"
1.68020755301121e-08,0.326409499017169,0.492,0.458,0.000470424510692077,"1","Mnat1"
1.68392408332643e-08,0.740921577149036,0.114,0.076,0.000471465064849733,"1","Anxa8"
1.75348842542452e-08,0.656531444593035,0.242,0.196,0.000490941689350356,"1","Tbc1d17"
1.75529631607177e-08,0.345652430062352,0.482,0.447,0.000491447862573775,"1","Mllt10"
1.78832969436122e-08,0.510807651819886,0.299,0.251,0.000500696547827253,"1","Cdkn2aip"
1.82777246714122e-08,0.758653321353557,0.102,0.066,0.000511739735350197,"1","Slc22a1"
1.96559199684737e-08,0.382260098962535,0.389,0.34,0.000550326447277327,"1","4631405K08Rik"
1.97195479846031e-08,0.454712367230542,0.361,0.319,0.000552107904472917,"1","Cers5"
2.01084651292134e-08,0.321193506140212,0.519,0.482,0.000562996806687716,"1","Upf2"
2.12758872624224e-08,0.667869721805719,0.163,0.119,0.000595682291573303,"1","Tmc6"
2.15267552752137e-08,0.43565330692068,0.372,0.331,0.000602706094195434,"1","Dsg2"
2.47870223888408e-08,0.490110898803366,0.286,0.237,0.000693987052842764,"1","Nr1d1"
2.58983013537897e-08,0.76842918132549,0.188,0.145,0.000725100641303403,"1","Pik3r2"
2.88523941238812e-08,0.752103162223861,0.107,0.07,0.000807809330680426,"1","Pdk4"
3.44872963347979e-08,0.361292063747423,0.45,0.413,0.000965575322781671,"1","Max"
3.50684426549568e-08,0.541366194922523,0.253,0.204,0.000981846257453481,"1","Ghr"
4.03392703413001e-08,0.592796222399715,0.206,0.161,0.00112941889101572,"1","Dgka"
4.36886861081705e-08,0.28697341249668,0.547,0.512,0.00122319583365656,"1","Safb2"
4.68240320881315e-08,0.948653907919771,0.134,0.096,0.00131097925040351,"1","Mycl"
4.72059618287132e-08,0.392482608467075,0.388,0.349,0.00132167251928031,"1","Abt1"
5.07386649375348e-08,0.619765285317002,0.19,0.145,0.0014205811409211,"1","Tef"
5.08120802018675e-08,0.729895800402212,0.105,0.069,0.00142263662149189,"1","Dapk2"
5.40840986634793e-08,0.359820166197118,0.421,0.377,0.00151424659438009,"1","Plin3"
5.4634864649588e-08,0.662496129571839,0.205,0.162,0.00152966694045917,"1","Wdr45"
7.11963132635179e-08,0.342097969619593,0.412,0.367,0.00199335437875197,"1","Ripk4"
7.36239678589728e-08,0.474332431958982,0.3,0.253,0.00206132385211552,"1","Ptk7"
7.65032431400664e-08,0.388625671693776,0.271,0.219,0.00214193780143558,"1","Ly6d"
7.79260910314428e-08,0.53848900569723,0.137,0.097,0.00218177469669834,"1","Slco4a1"
8.11142965902039e-08,0.59970395451881,0.208,0.163,0.00227103807593253,"1","Sh3rf2"
8.6992567069132e-08,0.591843714680206,0.149,0.107,0.00243561789280156,"1","Nrg2"
9.0323967526207e-08,0.352621493310308,0.444,0.402,0.00252889044279874,"1","Rora"
9.33348107728478e-08,0.620234278283622,0.204,0.16,0.00261318803201819,"1","Chek1"
9.54689631895463e-08,0.80435448290601,0.145,0.106,0.00267294003138092,"1","Stat5a"
1.08209445713205e-07,0.283948268700829,0.633,0.592,0.0030296480610783,"1","Slco2a1"
1.30085771220936e-07,0.747283799856543,0.142,0.104,0.00364214142264376,"1","Arsk"
1.38482507528055e-07,0.312697388429892,0.484,0.453,0.00387723324577048,"1","2810403A07Rik"
1.52574373425077e-07,0.764201316833153,0.119,0.083,0.00427177730715529,"1","Tmem53"
1.59508354164057e-07,0.297987912258157,0.52,0.496,0.00446591489988527,"1","Colgalt1"
1.76832730308215e-07,0.296740729038426,0.387,0.336,0.00495096278316941,"1","Etv4"
1.80552422257965e-07,0.727345976732694,0.164,0.124,0.0050551067183785,"1","Six1"
1.81945034446471e-07,0.27824982743961,0.236,0.185,0.0050940970744323,"1","Steap4"
1.85834987186114e-07,0.312381966010623,0.531,0.506,0.00520300797123683,"1","Dusp8"
1.86238042194797e-07,0.375007650610553,0.387,0.347,0.00521429270536994,"1","Eapp"
1.99844209275642e-07,0.348231922337884,0.483,0.456,0.00559523817129941,"1","Fbxw2"
2.03974386244804e-07,0.379987928429607,0.402,0.364,0.00571087486608202,"1","Acadm"
2.06113282446665e-07,0.768403213584512,0.139,0.101,0.00577075968194174,"1","Leng9"
2.20681122686234e-07,0.386172640190017,0.37,0.327,0.00617863007296919,"1","Rad50"
2.21650899739675e-07,0.652289909710707,0.231,0.191,0.00620578189091143,"1","Itfg2"
2.27719062765587e-07,0.258615680264279,0.592,0.574,0.00637567831931089,"1","Igbp1"
2.49429285220566e-07,0.680333429595992,0.495,0.462,0.0069835211276054,"1","Cited2"
2.57950417276151e-07,0.529226213276157,0.252,0.208,0.00722209578289767,"1","Foxo3"
2.65092388866057e-07,0.777060266497341,0.15,0.111,0.00742205670347186,"1","Rccd1"
2.72129096269837e-07,0.7804093242179,0.104,0.071,0.0076190704373629,"1","Edar"
2.72730976409528e-07,0.738941077935729,0.132,0.095,0.00763592187751398,"1","Ezh1"
3.19168094467234e-07,0.357806207017371,0.432,0.401,0.00893606830889362,"1","Yipf3"
3.26662709469526e-07,0.403177900812461,0.368,0.329,0.0091459025397278,"1","H2-T23"
3.49595854849878e-07,0.379895208494683,0.38,0.342,0.00978798474408689,"1","Spr"
3.56920833483281e-07,0.784535597041442,0.152,0.114,0.00999306949586489,"1","Klhl22"
3.74715946479686e-07,0.425437969454624,0.384,0.35,0.0104912970695382,"1","Usp19"
4.13712599399509e-07,0.402043395762447,0.381,0.344,0.0115831253579874,"1","Dguok"
4.20511670000956e-07,0.815024781712623,0.106,0.073,0.0117734857366868,"1","Fbxo17"
4.33163398070566e-07,0.506765930984392,0.267,0.224,0.0121277088191797,"1","Cib2"
4.44732880089793e-07,0.529463961480795,0.21,0.167,0.012451631176754,"1","Slc1a3"
5.10120911247864e-07,0.350549459258128,0.358,0.314,0.0142823652731177,"1","Tshz1"
5.27839682927138e-07,0.373871083365332,0.375,0.337,0.014778455442594,"1","Rin2"
5.97857841155144e-07,0.408651981162593,0.321,0.277,0.0167388238366617,"1","Zfp467"
7.11395872871914e-07,0.403022062884225,0.317,0.276,0.0199176616486679,"1","Ubr2"
7.81893509872723e-07,0.631982130010461,0.187,0.148,0.0218914544894165,"1","Ipo13"
7.8664794344834e-07,0.275331052220749,0.442,0.403,0.0220245691206666,"1","Mpzl2"
9.46454522302947e-07,0.562995624623612,0.211,0.172,0.0264988337154379,"1","Galt"
9.47545616008201e-07,0.617113105863907,0.192,0.154,0.0265293821569976,"1","Patz1"
9.9455060049069e-07,0.431470976254065,0.314,0.273,0.0278454277125383,"1","Ikzf2"
9.99767264607476e-07,0.732084828942872,0.108,0.075,0.0279914838744801,"1","Ccdc68"
1.12636183585137e-06,0.667864146053492,0.166,0.129,0.0315358786801666,"1","Ttf1"
1.13727453632248e-06,0.462580831229208,0.281,0.241,0.0318414124679568,"1","Gnpda2"
1.16763211760082e-06,0.41427515406363,0.257,0.214,0.0326913640285879,"1","Hlf"
1.33336365707331e-06,0.621028000325513,0.157,0.121,0.0373315156707386,"1","Cdc42bpg"
1.3406834923892e-06,0.859909250803981,0.114,0.082,0.0375364564199128,"1","Prr12"
1.367436189284e-06,0.588153139821538,0.206,0.168,0.0382854784275736,"1","Bcl7a"
1.47349044139552e-06,0.480541412255975,0.267,0.227,0.0412547853781919,"1","Usp46"
1.91004902751428e-06,0.580755541876365,0.183,0.144,0.0534775526723447,"1","Mxd1"
1.99356756264457e-06,0.536054533940696,0.168,0.13,0.0558159046189226,"1","Snta1"
2.06321996140877e-06,0.462191651394049,0.31,0.273,0.0577660324795226,"1","Sec24a"
2.09047907444235e-06,0.511562766721729,0.165,0.127,0.0585292331262369,"1","Hoxd4"
2.53437106816944e-06,0.386356480979575,0.301,0.258,0.0709573211666079,"1","Sp8"
2.58649663704106e-06,0.592867407342714,0.183,0.145,0.0724167328438756,"1","Il17re"
2.76297064807747e-06,0.350868412604976,0.366,0.333,0.077357652204873,"1","Akap8l"
3.05628285548645e-06,0.466567038326281,0.24,0.2,0.0855698073879098,"1","Armcx1"
3.0816200288964e-06,0.372435491051926,0.324,0.285,0.0862791975690414,"1","Tigd2"
3.19289362724095e-06,0.251377598349647,0.498,0.465,0.089394635775492,"1","Tle1"
3.3717284563052e-06,0.730545058542762,0.114,0.082,0.0944016533196329,"1","Gm26802"
3.86839553950773e-06,0.595702678952376,0.136,0.102,0.108307338315138,"1","Tnfsf12"
3.96098044943481e-06,0.426002456019011,0.304,0.269,0.110899530623276,"1","Surf1"
4.27289260236643e-06,0.525699766103697,0.231,0.194,0.119632447081055,"1","Leng1"
5.04718673010116e-06,0.25303340635885,0.552,0.539,0.141311134069372,"1","Chd6"
5.11120242965011e-06,0.543703273769456,0.201,0.164,0.143103445625344,"1","Chmp4c"
5.59647754417201e-06,0.657477978559923,0.127,0.095,0.156690178281728,"1","Prdm11"
5.63008086856626e-06,0.615805825346276,0.187,0.152,0.157631004158118,"1","Crebrf"
5.83178718365906e-06,0.332798067365187,0.421,0.396,0.163278377568086,"1","Eci1"
5.99004394436147e-06,0.656736897247894,0.16,0.125,0.167709250354232,"1","Kank4"
6.00152910730235e-06,0.53169162312004,0.196,0.159,0.168030811946251,"1","Ccdc191"
6.2598474340626e-06,0.263894184467698,0.492,0.463,0.175263208458885,"1","Foxn3"
6.73256953851453e-06,0.483064904911324,0.253,0.218,0.18849848193933,"1","Thap3"
6.75357821978376e-06,0.78451133796659,0.119,0.089,0.189086682997506,"1","Ppcdc"
6.78195938309357e-06,0.589304215916262,0.189,0.154,0.189881298807854,"1","Ldah"
6.88470705278895e-06,0.63815673406213,0.127,0.095,0.192758028063985,"1","Rxra"
8.17929601581421e-06,0.306281603514391,0.345,0.302,0.229003929850766,"1","Col17a1"
8.20379470018007e-06,0.560031379741181,0.179,0.143,0.229689844015642,"1","2010007H06Rik"
8.89045412806912e-06,0.39194753275745,0.291,0.255,0.248914934677679,"1","Reep4"
9.78744117892102e-06,0.560192234364105,0.214,0.179,0.274028778127431,"1","Coq9"
9.8869859704345e-06,0.590102541407566,0.167,0.134,0.276815833200225,"1","Obsl1"
1.12255227703735e-05,0.505039708906875,0.204,0.168,0.314292186524919,"1","Ncoa2"
1.15147967187825e-05,0.562072534928274,0.2,0.164,0.322391278532472,"1","Rcor3"
1.20208535237262e-05,0.454578103623103,0.236,0.199,0.336559856957285,"1","Gatsl3"
1.30715378632791e-05,0.43927084633408,0.29,0.255,0.365976917096089,"1","Lpcat2"
1.31186505006241e-05,0.512775456375477,0.224,0.19,0.367295976716474,"1","Agap3"
1.33601583405909e-05,0.423678542492566,0.279,0.245,0.374057713219865,"1","Tmem55b"
1.36830415296958e-05,0.562209292857938,0.168,0.134,0.383097796748423,"1","Adam28"
1.41905821973039e-05,0.79991019222753,0.103,0.075,0.397307920360115,"1","Ankzf1"
1.5581955187371e-05,0.471602437766944,0.212,0.175,0.436263581336013,"1","St5"
1.60978184894947e-05,0.382150278666901,0.344,0.313,0.450706722068874,"1","Irf3"
1.66283808752534e-05,0.352455122939039,0.352,0.321,0.465561407745343,"1","Frg1"
1.69664209162474e-05,0.253272635356536,0.429,0.394,0.475025852813094,"1","Pkp3"
1.81920661005936e-05,0.287948273133288,0.447,0.422,0.509341466684419,"1","Cnot6l"
1.85195955169469e-05,0.474301553606392,0.259,0.226,0.51851163528348,"1","Xpa"
2.09400762044642e-05,0.414190998913824,0.294,0.259,0.58628025357259,"1","Zbtb10"
2.1014520779649e-05,0.567139469408138,0.127,0.097,0.588364552788613,"1","Rassf9"
2.14780150989886e-05,0.448690771281353,0.2,0.165,0.601341466741484,"1","Tcp11l2"
2.15515963547786e-05,0.288113311992611,0.502,0.492,0.603401594741093,"1","Ppp4c"
2.16396149621122e-05,0.438943672424685,0.302,0.275,0.605865939709217,"1","Ldb1"
2.27464966919968e-05,0.311733797299014,0.447,0.435,0.636856414382526,"1","Ubxn6"
2.2957865108475e-05,0.511278394434284,0.198,0.164,0.642774307307083,"1","Tprkb"
2.29627019575756e-05,0.251694458009984,0.426,0.397,0.642909729408201,"1","Bmp7"
2.44207248074539e-05,0.251953023416901,0.487,0.461,0.683731453159095,"1","Phip"
2.44928683503838e-05,0.486685961530713,0.206,0.171,0.685751328074047,"1","Osgin2"
2.52265747323147e-05,0.25995594562429,0.341,0.301,0.706293639355348,"1","Fzd1"
2.54833203983727e-05,0.661907038177314,0.137,0.107,0.713482004513639,"1","Arhgef19"
2.67504103807523e-05,0.389194757253915,0.246,0.209,0.748957989840304,"1","Il6ra"
2.73153916139263e-05,0.54426520791917,0.142,0.111,0.764776334406708,"1","Hoxd10"
2.76250565792007e-05,0.258071870134303,0.553,0.542,0.773446334104461,"1","Jmjd6"
2.85174295367692e-05,0.482608996808037,0.222,0.187,0.798430992170465,"1","Espn"
2.97188615908202e-05,0.571485048860534,0.164,0.131,0.832068686819784,"1","Mbip"
2.98236967669799e-05,0.575077351304169,0.158,0.126,0.835003862081904,"1","Krt4"
3.01900875492624e-05,0.738308850893961,0.129,0.1,0.845262071204248,"1","Sertad3"
3.024490807679e-05,0.293054152353509,0.437,0.412,0.846796936333968,"1","Cdkn1b"
3.28453950659497e-05,0.670620827151091,0.122,0.094,0.91960537105646,"1","Zfyve19"
3.92764793500177e-05,0.392599690226567,0.307,0.278,1,"1","5430416N02Rik"
4.18796989856854e-05,0.394081510423617,0.283,0.25,1,"1","Cdca7"
4.25345459257298e-05,0.658966231440039,0.138,0.109,1,"1","Ctf1"
4.31208579799621e-05,0.63264250449361,0.124,0.096,1,"1","Gla"
4.52177165221989e-05,0.502876109870971,0.198,0.165,1,"1","Nat6"
5.2343842400031e-05,0.565004307616531,0.134,0.103,1,"1","Fgfr3"
5.56752003675045e-05,0.317811088492298,0.385,0.365,1,"1","Commd6"
5.64614416370973e-05,0.502562590171337,0.247,0.216,1,"1","Lman2l"
5.93732481868143e-05,0.471920507175385,0.18,0.148,1,"1","Sned1"
5.9471040386289e-05,0.472206586488839,0.202,0.171,1,"1","Inpp5k"
6.71446311276781e-05,0.528627612108341,0.168,0.138,1,"1","Dnase2a"
6.71993430056379e-05,0.593384308384627,0.181,0.152,1,"1","Pex6"
7.80063563078982e-05,0.534457336513536,0.155,0.125,1,"1","Snx16"
7.91316336184527e-05,0.270247136301961,0.389,0.359,1,"1","2900026A02Rik"
8.34518065500658e-05,0.356265010840523,0.331,0.303,1,"1","Smarcd2"
8.41133939584635e-05,0.429323920317259,0.319,0.297,1,"1","Egln2"
9.09532345790413e-05,0.540233908085504,0.15,0.12,1,"1","1700023F06Rik"
9.21779858462966e-05,0.699967293162786,0.118,0.091,1,"1","Asb3"
9.41277197643712e-05,0.465542549124062,0.203,0.172,1,"1","Pwwp2b"
9.50918103790021e-05,0.436716100251706,0.283,0.253,1,"1","Foxc1"
9.62595429702442e-05,0.511649320059798,0.133,0.104,1,"1","Gprasp2"
0.000100029902455712,0.413536532311698,0.276,0.248,1,"1","Chd8"
0.000106850127748691,0.64603704692397,0.138,0.111,1,"1","Zc3h6"
0.000113099705408049,0.656044869499445,0.118,0.091,1,"1","Cyp39a1"
0.000117778042877492,0.423111997456732,0.205,0.174,1,"1","Znrf3"
0.000121114893607066,0.281730456914908,0.446,0.429,1,"1","Pcmtd1"
0.000125345449350858,0.41840757843727,0.282,0.258,1,"1","Pef1"
0.000131231408618312,0.44292296568414,0.227,0.197,1,"1","5730559C18Rik"
0.000131680897672027,0.684436440184683,0.115,0.09,1,"1","Nr2c1"
0.000132149382902845,0.564501382925922,0.16,0.132,1,"1","Zfp282"
0.000134386513402248,0.332125044027421,0.313,0.283,1,"1","Ino80b"
0.00013605877285642,0.601875495100928,0.11,0.084,1,"1","Slc17a5"
0.00014361562466144,0.294544896634539,0.459,0.447,1,"1","Rbm5"
0.000150119837903186,0.308314809498205,0.355,0.327,1,"1","Spred2"
0.000155222159692871,0.578606968657303,0.145,0.117,1,"1","Rabep2"
0.000158568460443199,0.458488075163484,0.135,0.107,1,"1","Il1rap"
0.000164714999454606,0.480570973211258,0.168,0.139,1,"1","Upk1b"
0.000166052753272238,0.319859372181985,0.311,0.282,1,"1","Mapre3"
0.000182483975635738,0.441479097359891,0.265,0.236,1,"1","Gyltl1b"
0.000183201028263409,0.292490973987271,0.356,0.33,1,"1","Vangl1"
0.000187646783054089,0.47067595434495,0.219,0.192,1,"1","4833420G17Rik"
0.000191054857851364,0.440680018984964,0.209,0.18,1,"1","Fam63a"
0.000191875992093863,0.520832362250913,0.213,0.186,1,"1","Ttc4"
0.000201773316635715,0.623800031512499,0.11,0.085,1,"1","Zbtb24"
0.000202603768351677,0.451091942492303,0.205,0.176,1,"1","Ston2"
0.000205499451770156,0.581435513701573,0.135,0.108,1,"1","Sirt3"
0.000214686922604517,0.504848587064263,0.213,0.185,1,"1","Nrbp2"
0.000218497816145134,0.864886493949486,0.131,0.105,1,"1","Tubgcp4"
0.000219608264112402,0.659302906928751,0.12,0.094,1,"1","Adamts17"
0.000230262689902082,0.466592475934611,0.162,0.132,1,"1","Stk26"
0.000240967571399982,0.467113133964269,0.238,0.211,1,"1","Slc6a8"
0.000245324432264051,0.441629842010961,0.187,0.157,1,"1","Prelid2"
0.000246089669647807,0.661263342179084,0.142,0.116,1,"1","Trim32"
0.00025703063599038,0.268330948885629,0.409,0.391,1,"1","Ddx42"
0.000268262706935007,0.572362916250068,0.111,0.087,1,"1","Stoml1"
0.000294936402419353,0.411762758859206,0.303,0.281,1,"1","Hexim1"
0.000298126885413783,0.368323002018174,0.332,0.311,1,"1","Mat2b"
0.000306784072071913,0.427714399834688,0.245,0.219,1,"1","Nrbf2"
0.000314857073726949,0.68824878107704,0.107,0.083,1,"1","2410131K14Rik"
0.000323446071731687,0.441868303619527,0.24,0.214,1,"1","Pcyt2"
0.000328080630521479,0.508637997735624,0.1,0.076,1,"1","Lbh"
0.000336581294450621,0.268886310121326,0.461,0.451,1,"1","Rsf1"
0.000337161507745029,0.320839750843787,0.275,0.247,1,"1","Il11ra1"
0.000346263862683313,0.620879799932898,0.112,0.088,1,"1","Ggt1"
0.000352952512485626,0.28148077348454,0.394,0.38,1,"1","Ccs"
0.000362411501154925,0.352433747925218,0.209,0.177,1,"1","Plk3"
0.000364729865749577,0.269700018535173,0.397,0.378,1,"1","Avl9"
0.000386956252381995,0.582528196455995,0.135,0.11,1,"1","Tulp3"
0.000465123903933158,0.358288950626105,0.291,0.268,1,"1","Cdc40"
0.000466089919636683,0.352201945870886,0.254,0.224,1,"1","Hyal1"
0.000466643315046187,0.396496306897365,0.257,0.231,1,"1","Sh3d19"
0.000482877127957764,0.450619517825821,0.179,0.153,1,"1","Sbsn"
0.000500264580872192,0.429680161041838,0.116,0.091,1,"1","Papss2"
0.000531320818148321,0.665180962237126,0.116,0.094,1,"1","Plekha6"
0.000535483732130172,0.394684571572298,0.31,0.291,1,"1","Bmpr1a"
0.000544612546848682,0.490345168458149,0.184,0.159,1,"1","Slc25a20"
0.000575908750240784,0.441720652274274,0.242,0.218,1,"1","Bmyc"
0.000615219344656562,1.74313661685893,0.114,0.092,1,"1","Cryab"
0.000644569280808233,0.509152036627773,0.151,0.126,1,"1","Nadk2"
0.000655496584504284,0.5018327374319,0.209,0.184,1,"1","Efs"
0.000673956676929584,0.260009481613456,0.361,0.337,1,"1","Rbm33"
0.000697259553979845,0.470704078560229,0.176,0.151,1,"1","Rrnad1"
0.000731016004997039,0.564090547840588,0.168,0.145,1,"1","Lrrc45"
0.000756130000707266,0.321163342735943,0.276,0.25,1,"1","Pkp1"
0.000762171149385545,0.381672849613815,0.205,0.178,1,"1","Stim1"
0.000764043892512076,0.311109542383099,0.343,0.319,1,"1","Josd1"
0.000765325710716747,0.253755273705831,0.378,0.352,1,"1","Fam46a"
0.000807894634105872,0.450109997844031,0.22,0.195,1,"1","Top3b"
0.000812457845678625,0.45533614665926,0.131,0.106,1,"1","Ifitm10"
0.00084420401385954,0.399750919333228,0.165,0.138,1,"1","Phf1"
0.000866290380350919,0.340068915944025,0.278,0.249,1,"1","Spry4"
0.000871461233140522,0.321870889893692,0.289,0.265,1,"1","Snapin"
0.000881389322323256,0.44720539612722,0.219,0.196,1,"1","Hoxd3os1"
0.000902619365428279,0.324014495879386,0.247,0.22,1,"1","Klhl24"
0.000958760292548583,0.39793459297382,0.255,0.232,1,"1","Prrg2"
0.00100158309028805,0.503976886418601,0.194,0.17,1,"1","Slc25a38"
0.0010303313357036,0.624345167536727,0.112,0.09,1,"1","Lpin1"
0.00103216034998479,0.528714002257265,0.133,0.109,1,"1","Fam193b"
0.00109709279102816,0.595129013011511,0.145,0.122,1,"1","Trit1"
0.00113700501494156,0.594091670741797,0.147,0.125,1,"1","Mtmr14"
0.00114168527921019,0.389537599562649,0.239,0.216,1,"1","Minpp1"
0.00116354339101818,0.50333255588544,0.231,0.21,1,"1","Pex2"
0.00116603995166512,0.561203194301956,0.16,0.137,1,"1","Bcl9l"
0.00120690548278841,0.570619331049548,0.138,0.115,1,"1","Zc3h10"
0.00120748490395823,0.500772287934658,0.135,0.111,1,"1","L3hypdh"
0.00123061286222599,0.439306818399998,0.173,0.148,1,"1","Bnip3"
0.00127846580907735,0.587241613588627,0.128,0.106,1,"1","Atg14"
0.00128186790278666,0.425640024285166,0.236,0.215,1,"1","Dexi"
0.00128861899696943,0.362909283411477,0.21,0.184,1,"1","Trip10"
0.00134159274427705,0.571249935562903,0.145,0.121,1,"1","Rem2"
0.00139107652062332,0.654111824449249,0.106,0.086,1,"1","Cyp4f13"
0.00141092415276188,0.323789586017861,0.31,0.288,1,"1","Phrf1"
0.0015142469829857,0.534134378458913,0.14,0.118,1,"1","Zzef1"
0.00155061299314191,0.32153021169707,0.109,0.087,1,"1","Olfm1"
0.00162529990840515,0.400293533748583,0.138,0.115,1,"1","Edn2"
0.00168004525896137,0.467317799541377,0.197,0.173,1,"1","Hist3h2a"
0.00168546330958648,0.562191778527657,0.108,0.087,1,"1","Dclre1a"
0.00172004628229747,0.439786670523978,0.19,0.167,1,"1","Ngly1"
0.00174058560619207,0.467086871829723,0.212,0.19,1,"1","Zfyve27"
0.00180239096717497,0.346837094535999,0.261,0.238,1,"1","Mxi1"
0.00186075472773729,0.464723171209724,0.182,0.159,1,"1","Zfp386"
0.00188914631540189,0.369046175267349,0.203,0.178,1,"1","Pramef8"
0.00192024598149996,0.528438843791614,0.131,0.109,1,"1","Dcaf5"
0.00192471579241343,0.316405498698049,0.296,0.276,1,"1","Aldh6a1"
0.00196598326939822,0.390596844930248,0.241,0.219,1,"1","Jkamp"
0.00199150549985385,0.452552137630284,0.19,0.166,1,"1","Rnf43"
0.00199988060383148,0.374488097754455,0.265,0.245,1,"1","Rnf167"
0.00200947302323401,0.552976208843109,0.104,0.084,1,"1","Ikbke"
0.00201580262052872,0.530336094036989,0.147,0.125,1,"1","Prpf40b"
0.0021301968071001,0.441086345021692,0.223,0.203,1,"1","Dnajc24"
0.00234393924789012,0.28187715830143,0.343,0.322,1,"1","Ano1"
0.00242930415306857,0.383983673811735,0.154,0.131,1,"1","Lats2"
0.00244011166716959,0.310499695520819,0.328,0.311,1,"1","Zfp219"
0.00247441463838021,0.540119619326582,0.154,0.133,1,"1","Rbm48"
0.0024877826938027,0.541715517209778,0.113,0.093,1,"1","Gfm2"
0.00249781783348973,0.277535907340523,0.368,0.357,1,"1","Rab24"
0.00251140986163016,0.426431413639331,0.181,0.158,1,"1","Pdzrn3"
0.00264143978680733,0.266526694245671,0.364,0.346,1,"1","Mga"
0.00267502932353293,0.490488374946003,0.158,0.136,1,"1","Toe1"
0.0027374530623653,0.464179713900835,0.134,0.112,1,"1","Cecr2"
0.00276182625921438,0.297521848930438,0.282,0.257,1,"1","Mical3"
0.0027801083888345,0.583023101222994,0.105,0.086,1,"1","Letmd1"
0.002786628455155,0.386511654489587,0.225,0.205,1,"1","Stxbp3"
0.00283144318245469,0.362847515185612,0.255,0.234,1,"1","Taf3"
0.00283493778404226,0.40432466069157,0.238,0.219,1,"1","Triap1"
0.00288441717525919,0.471897126845763,0.149,0.127,1,"1","Ncoa3"
0.00288897843385519,0.399964314806726,0.219,0.198,1,"1","Fam134c"
0.00292085986516047,0.493655745304365,0.115,0.094,1,"1","Pak6"
0.00308663304721243,0.57291388487469,0.17,0.151,1,"1","Sirt7"
0.00309781331857853,0.458005539411192,0.206,0.187,1,"1","Grhl2"
0.00312131687903527,0.405814149382302,0.21,0.188,1,"1","Metap1d"
0.00312991789596999,0.544292172788465,0.109,0.089,1,"1","Kctd15"
0.00323471355642864,0.346197332710016,0.277,0.259,1,"1","Itpk1"
0.00329244857521262,0.636070704708882,0.115,0.096,1,"1","Vmac"
0.00332986031498135,0.270522335171148,0.369,0.355,1,"1","Ctr9"
0.00339384876896922,0.628557174578822,0.108,0.089,1,"1","Ttc38"
0.0034272634528879,0.502806046435067,0.121,0.101,1,"1","Acvr2b"
0.00354563994387338,0.32782848702539,0.216,0.193,1,"1","Gprc5b"
0.00379170864958025,0.409645676948601,0.191,0.17,1,"1","Ccdc90b"
0.00388419013771396,0.503426726960171,0.148,0.128,1,"1","Ssh3"
0.00400604182626711,0.566655488009823,0.114,0.095,1,"1","Mettl3"
0.00404084754314086,0.592671401791646,0.102,0.084,1,"1","Isoc2b"
0.00419164426338089,0.400205369149905,0.252,0.235,1,"1","Traf3ip2"
0.0043039722766499,0.304699672081195,0.381,0.374,1,"1","PISD"
0.00455952786565621,0.3081176007776,0.327,0.313,1,"1","Dtx3"
0.00464540615701405,0.378563329346238,0.176,0.153,1,"1","Arhgef28"
0.00468355590411501,0.43695163223611,0.2,0.179,1,"1","Borcs6"
0.00480087887372953,0.635516596064011,0.103,0.085,1,"1","Oma1"
0.00480346515332483,0.375980569861515,0.136,0.116,1,"1","Hpgd"
0.00483037720877737,0.361736287263689,0.238,0.218,1,"1","Krtcap3"
0.00499435263266559,0.361156316491685,0.2,0.179,1,"1","Ulk1"
0.00514798653801003,0.330740102301683,0.188,0.165,1,"1","St3gal4"
0.00534808243788733,0.405709583128696,0.193,0.173,1,"1","Pias1"
0.00553490558907019,0.2636831436295,0.325,0.31,1,"1","Hbp1"
0.00562928634053643,0.317810814987713,0.315,0.302,1,"1","Akap8"
0.00575157781817008,0.609847951148287,0.114,0.097,1,"1","Tfap4"
0.00627834289013566,0.39362400882218,0.213,0.194,1,"1","Zfand2b"
0.0063276656926732,0.344110579005251,0.263,0.246,1,"1","Phf21a"
0.00650320776543147,0.363486976730822,0.249,0.232,1,"1","Gm26518"
0.00658556761736575,0.399304454514561,0.17,0.15,1,"1","B3gat3"
0.006610222711427,0.422240047974015,0.194,0.175,1,"1","Slc25a37"
